ENSEMBL_ID	SYMBOL	ENTREZID	GENENAME
ENSG00000108854	SMURF2	64750	SMAD specific E3 ubiquitin protein ligase 2
ENSG00000108861	DUSP3	1845	dual specificity phosphatase 3
ENSG00000108883	EFTUD2	9343	elongation factor Tu GTP binding domain containing 2
ENSG00000108924	HLF	3131	HLF transcription factor, PAR bZIP family member
ENSG00000108932	SLC16A6	9120	solute carrier family 16 member 6
ENSG00000108946	PRKAR1A	5573	protein kinase cAMP-dependent type I regulatory subunit alpha
ENSG00000108947	EFNB3	1949	ephrin B3
ENSG00000108953	YWHAE	7531	tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein epsilon
ENSG00000108960	MMD	23531	monocyte to macrophage differentiation associated
ENSG00000108961	RANGRF	29098	RAN guanine nucleotide release factor
ENSG00000108963	DPH1	1801	diphthamide biosynthesis 1
ENSG00000108984	MAP2K6	5608	mitogen-activated protein kinase kinase 6
ENSG00000109016	DHRS7B	25979	dehydrogenase/reductase 7B
ENSG00000109046	WSB1	26118	WD repeat and SOCS box containing 1
ENSG00000109062	NHERF1	9368	NHERF family PDZ scaffold protein 1
ENSG00000109065	NAT9	26151	N-acetyltransferase 9 (putative)
ENSG00000109066	TMEM104	54868	transmembrane protein 104
ENSG00000109072	VTN	7448	vitronectin
ENSG00000109079	TNFAIP1	7126	TNF alpha induced protein 1
ENSG00000109083	IFT20	90410	intraflagellar transport 20
ENSG00000109084	TMEM97	27346	transmembrane protein 97
ENSG00000109089	CDR2L	30850	cerebellar degeneration related protein 2 like
ENSG00000109099	PMP22	5376	peripheral myelin protein 22
ENSG00000109103	UNC119	9094	unc-119 lipid binding chaperone
ENSG00000109107	ALDOC	230	aldolase, fructose-bisphosphate C
ENSG00000109111	SUPT6H	6830	SPT6 homolog, histone chaperone and transcription elongation factor
ENSG00000109113	RAB34	83871	RAB34, member RAS oncogene family
ENSG00000109118	PHF12	57649	PHD finger protein 12
ENSG00000109133	TMEM33	55161	transmembrane protein 33
ENSG00000109171	SLAIN2	57606	SLAIN motif family member 2
ENSG00000109180	OCIAD1	54940	OCIA domain containing 1
ENSG00000109184	DCUN1D4	23142	defective in cullin neddylation 1 domain containing 4
ENSG00000109189	USP46	64854	ubiquitin specific peptidase 46
ENSG00000109220	CHIC2	26511	cysteine rich hydrophobic domain 2
ENSG00000109265	CRACD	57482	capping protein inhibiting regulator of actin dynamics
ENSG00000109270	LAMTOR3	8649	late endosomal/lysosomal adaptor, MAPK and MTOR activator 3
ENSG00000109320	NFKB1	4790	nuclear factor kappa B subunit 1
ENSG00000109321	AREG	374	amphiregulin
ENSG00000109323	MANBA	4126	mannosidase beta
ENSG00000109332	UBE2D3	7323	ubiquitin conjugating enzyme E2 D3
ENSG00000109339	MAPK10	5602	mitogen-activated protein kinase 10
ENSG00000109381	ELF2	1998	E74 like ETS transcription factor 2
ENSG00000109390	NDUFC1	4717	NADH:ubiquinone oxidoreductase subunit C1
ENSG00000109436	TBC1D9	23158	TBC1 domain family member 9
ENSG00000109445	ZNF330	27309	zinc finger protein 330
ENSG00000109452	INPP4B	8821	inositol polyphosphate-4-phosphatase type II B
ENSG00000109458	GAB1	2549	GRB2 associated binding protein 1
ENSG00000109466	KLHL2	11275	kelch like family member 2
ENSG00000109472	CPE	1363	carboxypeptidase E
ENSG00000109475	RPL34	6164	ribosomal protein L34
ENSG00000109501	WFS1	7466	wolframin ER transmembrane glycoprotein
ENSG00000109511	ANXA10	11199	annexin A10
ENSG00000109519	GRPEL1	80273	GrpE like 1, mitochondrial
ENSG00000109534	GAR1	54433	GAR1 ribonucleoprotein
ENSG00000109536	FRG1	2483	FSHD region gene 1
ENSG00000109572	CLCN3	1182	chloride voltage-gated channel 3
ENSG00000109576	AADAT	51166	aminoadipate aminotransferase
ENSG00000109586	GALNT7	51809	polypeptide N-acetylgalactosaminyltransferase 7
ENSG00000109606	DHX15	1665	DEAH-box helicase 15
ENSG00000109618	SEPSECS	51091	Sep (O-phosphoserine) tRNA:Sec (selenocysteine) tRNA synthase
ENSG00000109670	FBXW7	55294	F-box and WD repeat domain containing 7
ENSG00000109674	NEIL3	55247	nei like DNA glycosylase 3
ENSG00000109680	TBC1D19	55296	TBC1 domain family member 19
ENSG00000109685	NSD2	7468	nuclear receptor binding SET domain protein 2
ENSG00000109686	SH3D19	152503	SH3 domain containing 19
ENSG00000109689	STIM2	57620	stromal interaction molecule 2
ENSG00000109736	MFSD10	10227	major facilitator superfamily domain containing 10
ENSG00000109738	GLRB	2743	glycine receptor beta
ENSG00000109743	BST1	683	bone marrow stromal cell antigen 1
ENSG00000109756	RAPGEF2	9693	Rap guanine nucleotide exchange factor 2
ENSG00000109762	SNX25	83891	sorting nexin 25
ENSG00000109775	UFSP2	55325	UFM1 specific peptidase 2
ENSG00000109787	KLF3	51274	KLF transcription factor 3
ENSG00000109790	KLHL5	51088	kelch like family member 5
ENSG00000109794	FAM149A	25854	family with sequence similarity 149 member A
ENSG00000109805	NCAPG	64151	non-SMC condensin I complex subunit G
ENSG00000109814	UGDH	7358	UDP-glucose 6-dehydrogenase
ENSG00000109846	CRYAB	1410	crystallin alpha B
ENSG00000109854	HTATIP2	10553	HIV-1 Tat interactive protein 2
ENSG00000109861	CTSC	1075	cathepsin C
ENSG00000109881	CCDC34	91057	coiled-coil domain containing 34
ENSG00000109911	ELP4	26610	elongator acetyltransferase complex subunit 4
ENSG00000109917	ZPR1	8882	ZPR1 zinc finger
ENSG00000109919	MTCH2	23788	mitochondrial carrier 2
ENSG00000109920	FNBP4	23360	formin binding protein 4
ENSG00000109929	SC5D	6309	sterol-C5-desaturase
ENSG00000109944	JHY	79864	junctional cadherin complex regulator
ENSG00000109971	HSPA8	3312	heat shock protein family A (Hsp70) member 8
ENSG00000109991	P2RX3	5024	purinergic receptor P2X 3
ENSG00000110011	DNAJC4	3338	DnaJ heat shock protein family (Hsp40) member C4
ENSG00000110013	SIAE	54414	sialic acid acetylesterase
ENSG00000110025	SNX15	29907	sorting nexin 15
ENSG00000110031	LPXN	9404	leupaxin
ENSG00000110042	DTX4	23220	deltex E3 ubiquitin ligase 4
ENSG00000110046	ATG2A	23130	autophagy related 2A
ENSG00000110047	EHD1	10938	EH domain containing 1
ENSG00000110048	OSBP	5007	oxysterol binding protein
ENSG00000110057	UNC93B1	81622	unc-93 homolog B1, TLR signaling regulator
ENSG00000110060	PUS3	83480	pseudouridine synthase 3
ENSG00000110063	DCPS	28960	decapping enzyme, scavenger
ENSG00000110066	KMT5B	51111	lysine methyltransferase 5B
ENSG00000110074	FOXRED1	55572	FAD dependent oxidoreductase domain containing 1
ENSG00000110075	PPP6R3	55291	protein phosphatase 6 regulatory subunit 3
ENSG00000110080	ST3GAL4	6484	ST3 beta-galactoside alpha-2,3-sialyltransferase 4
ENSG00000110090	CPT1A	1374	carnitine palmitoyltransferase 1A
ENSG00000110092	CCND1	595	cyclin D1
ENSG00000110104	CCDC86	79080	coiled-coil domain containing 86
ENSG00000110107	PRPF19	27339	pre-mRNA processing factor 19
ENSG00000110108	TMEM109	79073	transmembrane protein 109
ENSG00000110171	TRIM3	10612	tripartite motif containing 3
ENSG00000110172	CHORDC1	26973	cysteine and histidine rich domain containing 1
ENSG00000110200	ANAPC15	25906	anaphase promoting complex subunit 15
ENSG00000110218	PANX1	24145	pannexin 1
ENSG00000110237	ARHGEF17	9828	Rho guanine nucleotide exchange factor 17
ENSG00000110274	CEP164	22897	centrosomal protein 164
ENSG00000110315	RNF141	50862	ring finger protein 141
ENSG00000110318	CEP126	57562	centrosomal protein 126
ENSG00000110321	EIF4G2	1982	eukaryotic translation initiation factor 4 gamma 2
ENSG00000110328	GALNT18	374378	polypeptide N-acetylgalactosaminyltransferase 18
ENSG00000110330	BIRC2	329	baculoviral IAP repeat containing 2
ENSG00000110344	UBE4A	9354	ubiquitination factor E4A
ENSG00000110367	DDX6	1656	DEAD-box helicase 6
ENSG00000110375	UPK2	7379	uroplakin 2
ENSG00000110395	CBL	867	Cbl proto-oncogene
ENSG00000110400	NECTIN1	5818	nectin cell adhesion molecule 1
ENSG00000110422	HIPK3	10114	homeodomain interacting protein kinase 3
ENSG00000110427	KIAA1549L	25758	KIAA1549 like
ENSG00000110429	FBXO3	26273	F-box protein 3
ENSG00000110435	PDHX	8050	pyruvate dehydrogenase complex component X
ENSG00000110442	COMMD9	29099	COMM domain containing 9
ENSG00000110455	ACCS	84680	1-aminocyclopropane-1-carboxylate synthase homolog (inactive)
ENSG00000110492	MDK	4192	midkine
ENSG00000110497	AMBRA1	55626	autophagy and beclin 1 regulator 1
ENSG00000110514	MADD	8567	MAP kinase activating death domain
ENSG00000110536	PTPMT1	114971	protein tyrosine phosphatase mitochondrial 1
ENSG00000110583	NAA40	79829	N-alpha-acetyltransferase 40, NatD catalytic subunit
ENSG00000110619	CARS1	833	cysteinyl-tRNA synthetase 1
ENSG00000110628	SLC22A18	5002	solute carrier family 22 member 18
ENSG00000110651	CD81	975	CD81 molecule
ENSG00000110660	SLC35F2	54733	solute carrier family 35 member F2
ENSG00000110696	C11orf58	10944	chromosome 11 open reading frame 58
ENSG00000110697	PITPNM1	9600	phosphatidylinositol transfer protein membrane associated 1
ENSG00000110700	RPS13	6207	ribosomal protein S13
ENSG00000110711	AIP	9049	aryl hydrocarbon receptor interacting protein
ENSG00000110713	NUP98	4928	nucleoporin 98 and 96 precursor
ENSG00000110717	NDUFS8	4728	NADH:ubiquinone oxidoreductase core subunit S8
ENSG00000110719	TCIRG1	10312	T cell immune regulator 1, ATPase H+ transporting V0 subunit a3
ENSG00000110721	CHKA	1119	choline kinase alpha
ENSG00000110756	HPS5	11234	HPS5 biogenesis of lysosomal organelles complex 2 subunit 2
ENSG00000110768	GTF2H1	2965	general transcription factor IIH subunit 1
ENSG00000110801	PSMD9	5715	proteasome 26S subunit, non-ATPase 9
ENSG00000110811	P3H3	10536	prolyl 3-hydroxylase 3
ENSG00000110841	PPFIBP1	8496	PPFIA binding protein 1
ENSG00000110844	PRPF40B	25766	pre-mRNA processing factor 40 homolog B
ENSG00000110851	PRDM4	11108	PR/SET domain 4
ENSG00000110852	CLEC2B	9976	C-type lectin domain family 2 member B
ENSG00000110871	COQ5	84274	coenzyme Q5, methyltransferase
ENSG00000110880	CORO1C	23603	coronin 1C
ENSG00000110881	ASIC1	41	acid sensing ion channel subunit 1
ENSG00000110888	CAPRIN2	65981	caprin family member 2
ENSG00000110906	KCTD10	83892	potassium channel tetramerization domain containing 10
ENSG00000110911	SLC11A2	4891	solute carrier family 11 member 2
ENSG00000110917	MLEC	9761	malectin
ENSG00000110921	MVK	4598	mevalonate kinase
ENSG00000110925	CSRNP2	81566	cysteine and serine rich nuclear protein 2
ENSG00000110931	CAMKK2	10645	calcium/calmodulin dependent protein kinase kinase 2
ENSG00000110955	ATP5F1B	506	ATP synthase F1 subunit beta
ENSG00000110958	PTGES3	10728	prostaglandin E synthase 3
ENSG00000110987	BCL7A	605	BAF chromatin remodeling complex subunit BCL7A
ENSG00000111011	RSRC2	65117	arginine and serine rich coiled-coil 2
ENSG00000111052	LIN7A	8825	lin-7 homolog A, crumbs cell polarity complex component
ENSG00000111057	KRT18	3875	keratin 18
ENSG00000111077	TNS2	23371	tensin 2
ENSG00000111087	GLI1	2735	GLI family zinc finger 1
ENSG00000111110	PPM1H	57460	protein phosphatase, Mg2+/Mn2+ dependent 1H
ENSG00000111142	METAP2	10988	methionyl aminopeptidase 2
ENSG00000111144	LTA4H	4048	leukotriene A4 hydrolase
ENSG00000111145	ELK3	2004	ETS transcription factor ELK3
ENSG00000111196	MAGOHB	55110	mago homolog B, exon junction complex subunit
ENSG00000111203	ITFG2	55846	integrin alpha FG-GAP repeat containing 2
ENSG00000111206	FOXM1	2305	forkhead box M1
ENSG00000111215	PRH1	5554	proline rich protein HaeIII subfamily 1
ENSG00000111224	PARP11	57097	poly(ADP-ribose) polymerase family member 11
ENSG00000111229	ARPC3	10094	actin related protein 2/3 complex subunit 3
ENSG00000111231	GPN3	51184	GPN-loop GTPase 3
ENSG00000111237	VPS29	51699	VPS29 retromer complex component
ENSG00000111247	RAD51AP1	10635	RAD51 associated protein 1
ENSG00000111252	SH2B3	10019	SH2B adaptor protein 3
ENSG00000111261	MANSC1	54682	MANSC domain containing 1
ENSG00000111266	DUSP16	80824	dual specificity phosphatase 16
ENSG00000111269	CREBL2	1389	cAMP responsive element binding protein like 2
ENSG00000111271	ACAD10	80724	acyl-CoA dehydrogenase family member 10
ENSG00000111275	ALDH2	217	aldehyde dehydrogenase 2 family member
ENSG00000111276	CDKN1B	1027	cyclin dependent kinase inhibitor 1B
ENSG00000111300	NAA25	80018	N-alpha-acetyltransferase 25, NatB auxiliary subunit
ENSG00000111319	SCNN1A	6337	sodium channel epithelial 1 subunit alpha
ENSG00000111321	LTBR	4055	lymphotoxin beta receptor
ENSG00000111325	OGFOD2	79676	2-oxoglutarate and iron dependent oxygenase domain containing 2
ENSG00000111328	CDK2AP1	8099	cyclin dependent kinase 2 associated protein 1
ENSG00000111331	OAS3	4940	2'-5'-oligoadenylate synthetase 3
ENSG00000111335	OAS2	4939	2'-5'-oligoadenylate synthetase 2
ENSG00000111348	ARHGDIB	397	Rho GDP dissociation inhibitor beta
ENSG00000111358	GTF2H3	2967	general transcription factor IIH subunit 3
ENSG00000111361	EIF2B1	1967	eukaryotic translation initiation factor 2B subunit alpha
ENSG00000111364	DDX55	57696	DEAD-box helicase 55
ENSG00000111371	SLC38A1	81539	solute carrier family 38 member 1
ENSG00000111412	SPRING1	79794	SREBF pathway regulator in golgi 1
ENSG00000111424	VDR	7421	vitamin D receptor
ENSG00000111445	RFC5	5985	replication factor C subunit 5
ENSG00000111450	STX2	2054	syntaxin 2
ENSG00000111481	COPZ1	22818	COPI coat complex subunit zeta 1
ENSG00000111530	CAND1	55832	cullin associated and neddylation dissociated 1
ENSG00000111540	RAB5B	5869	RAB5B, member RAS oncogene family
ENSG00000111554	MDM1	56890	Mdm1 nuclear protein
ENSG00000111581	NUP107	57122	nucleoporin 107
ENSG00000111596	CNOT2	4848	CCR4-NOT transcription complex subunit 2
ENSG00000111602	TIMELESS	8914	timeless circadian regulator
ENSG00000111605	CPSF6	11052	cleavage and polyadenylation specific factor 6
ENSG00000111615	KRR1	11103	KRR1 small subunit processome component homolog
ENSG00000111639	MRPL51	51258	mitochondrial ribosomal protein L51
ENSG00000111640	GAPDH	2597	glyceraldehyde-3-phosphate dehydrogenase
ENSG00000111641	NOP2	4839	NOP2 nucleolar protein
ENSG00000111642	CHD4	1108	chromodomain helicase DNA binding protein 4
ENSG00000111647	BLTP3B	23074	bridge-like lipid transfer protein family member 3B
ENSG00000111652	COPS7A	50813	COP9 signalosome subunit 7A
ENSG00000111653	ING4	51147	inhibitor of growth family member 4
ENSG00000111665	CDCA3	83461	cell division cycle associated 3
ENSG00000111666	CHPT1	56994	choline phosphotransferase 1
ENSG00000111667	USP5	8078	ubiquitin specific peptidase 5
ENSG00000111669	TPI1	7167	triosephosphate isomerase 1
ENSG00000111670	GNPTAB	79158	N-acetylglucosamine-1-phosphate transferase subunits alpha and beta
ENSG00000111671	SPSB2	84727	splA/ryanodine receptor domain and SOCS box containing 2
ENSG00000111674	ENO2	2026	enolase 2
ENSG00000111676	ATN1	1822	atrophin 1
ENSG00000111678	C12orf57	113246	chromosome 12 open reading frame 57
ENSG00000111679	PTPN6	5777	protein tyrosine phosphatase non-receptor type 6
ENSG00000111684	LPCAT3	10162	lysophosphatidylcholine acyltransferase 3
ENSG00000111696	NT5DC3	51559	5'-nucleotidase domain containing 3
ENSG00000111700	SLCO1B3	28234	solute carrier organic anion transporter family member 1B3
ENSG00000111707	SUDS3	64426	SDS3 homolog, SIN3A corepressor complex component
ENSG00000111711	GOLT1B	51026	golgi transport 1B
ENSG00000111716	LDHB	3945	lactate dehydrogenase B
ENSG00000111725	PRKAB1	5564	protein kinase AMP-activated non-catalytic subunit beta 1
ENSG00000111726	CMAS	55907	cytidine monophosphate N-acetylneuraminic acid synthetase
ENSG00000111727	HCFC2	29915	host cell factor C2
ENSG00000111731	C2CD5	9847	C2 calcium dependent domain containing 5
ENSG00000111737	RAB35	11021	RAB35, member RAS oncogene family
ENSG00000111752	PHC1	1911	polyhomeotic homolog 1
ENSG00000111775	COX6A1	1337	cytochrome c oxidase subunit 6A1
ENSG00000111785	RIC8B	55188	RIC8 guanine nucleotide exchange factor B
ENSG00000111786	SRSF9	8683	serine and arginine rich splicing factor 9
ENSG00000111790	FGFR1OP2	26127	FGFR1 oncogene partner 2
ENSG00000111799	COL12A1	1303	collagen type XII alpha 1 chain
ENSG00000111801	BTN3A3	10384	butyrophilin subfamily 3 member A3
ENSG00000111802	TDP2	51567	tyrosyl-DNA phosphodiesterase 2
ENSG00000111816	FRK	2444	fyn related Src family tyrosine kinase
ENSG00000111817	DSE	29940	dermatan sulfate epimerase
ENSG00000111832	RWDD1	51389	RWD domain containing 1
ENSG00000111843	TMEM14C	51522	transmembrane protein 14C
ENSG00000111845	PAK1IP1	55003	PAK1 interacting protein 1
ENSG00000111846	GCNT2	2651	glucosaminyl (N-acetyl) transferase 2 (I blood group)
ENSG00000111850	SMIM8	57150	small integral membrane protein 8
ENSG00000111859	NEDD9	4739	neural precursor cell expressed, developmentally down-regulated 9
ENSG00000111860	CEP85L	387119	centrosomal protein 85 like
ENSG00000111875	ASF1A	25842	anti-silencing function 1A histone chaperone
ENSG00000111877	MCM9	254394	minichromosome maintenance 9 homologous recombination repair factor
ENSG00000111880	RNGTT	8732	RNA guanylyltransferase and 5'-phosphatase
ENSG00000111897	SERINC1	57515	serine incorporator 1
ENSG00000111906	HDDC2	51020	HD domain containing 2
ENSG00000111907	TPD52L1	7164	TPD52 like 1
ENSG00000111911	HINT3	135114	histidine triad nucleotide binding protein 3
